,title,street,city,country_code,address_text,marker_icon,remote,company_name,company_url,company_size,experience_level,salary_from,salary_to,salary_currency,latitude,longitude,employment_type,published_at,remote_interview,id,company_logo_url,skills,.NET,Design,-,Network,REST API,Embeded,Cloud,Database,Android,IT,Soft Skills,Scrum master,Mobile,Common,JavaScript,DevOps,Software engineering,Testing,Automation,Shell Scripting,Backend,Data Science,Blockchain,C++,Client Service,Front-end,Civil Engineering,Developer,iOS,SQL,Python,PHP,Erlang,Scala,Git,Games,Golang,Google,Java,Web,Consultant,Project Manager,Analitics,CRM,Perl,R,Ruby,Rust,SAP,CSS,XML,Salesforce,API,Data,Excel,Vert.x
35,DevOps Engineer,ul. Zyczkowskiego 14,Kraków,PL,"ul. Zyczkowskiego 14, Kraków",devops,False,Appliscale sp. z.o.o.,http://www.appliscale.io,30+,mid,8000.0,15000.0,pln,50.0592982,19.9437476,permanent,2020-05-24T12:00:09.705Z,True,appliscale-sp-z-o-o-devops-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/1ce574d9c8b75c5bbfda574ad5b6fce5d340e9d3.png?1581104231,"[{'name': 'Chef / Ansible / Puppet', 'level': 3}, {'name': 'AWS/Azure/Google Cloud', 'level': 3}, {'name': 'CI / CD', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Mid - Senior RUST Developer(s),Poznańska,Warszawa,PL,"Poznańska, Warszawa",other,True,CodePole,http://www.codepole.com,7-10,mid,15000.0,30000.0,pln,52.2260345,21.0114119,b2b,2020-05-24T12:00:09.705Z,True,codepole-mid-senior-rust-developer-s,https://bucket.justjoin.it/offers/company_logos/thumb/e797f88734a3060b8b2361caa232a452ee4dd365.png?1587728326,"[{'name': 'C++', 'level': 3}, {'name': 'C', 'level': 3}, {'name': 'Rust', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Tester Automatyzujący,Plac Trzech Krzyży,Warszawa,PL,"Plac Trzech Krzyży, Warszawa",testing,False,ITLT,http://www.itlt.pl,100,senior,23000.0,27000.0,pln,52.2286437,21.0222993,b2b,2020-05-24T12:00:09.705Z,True,itlt-tester-automatyzujacy-7ad06781-c587-4cab-b570-21bae6960ed0,https://bucket.justjoin.it/offers/company_logos/thumb/d031a46f219cd8a1d5703e2e9294a368f6abae4c.jpg?1589974769,"[{'name': 'C++', 'level': 1}, {'name': 'TypeScript', 'level': 3}, {'name': 'JavaScript', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Frontend Developer Vue.JS (zdalnie),Centrum,Warszawa,PL,"Centrum, Warszawa",javascript,True,Football Team,https://footballteam.pl/,30,mid,8000.0,13000.0,pln,52.232314,21.008669,b2b,2020-05-24T12:00:09.705Z,True,football-team-frontend-developer-vue-js-zdalnie-warszawa,https://bucket.justjoin.it/offers/company_logos/thumb/12ca88786b9e90910ecb380fc579985bf1fa171a.png?1588938560,"[{'name': 'JS/jQuery', 'level': 4}, {'name': 'HTML / CSS', 'level': 4}, {'name': 'Vue.js', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Angular Developer,Unruga 30 B,Wrocław,PL,"Unruga 30 B, Wrocław",javascript,False,parm Polska sp. z o.o.,http://www.parm.com,10-20,mid,,,eur,51.0551871,17.019107,permanent,2020-05-24T12:00:09.705Z,True,parm-polska-sp-z-o-o-angular-developer,https://bucket.justjoin.it/offers/company_logos/thumb/b6461a39d44431137657aa639420dd730dc0b886.jpg?1583841532,"[{'name': 'HTML5', 'level': 4}, {'name': 'TypeScript', 'level': 4}, {'name': 'Angular 4+', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Frontend Developer,Unii Lubelskiej 4C,Bydgoszcz,PL,"Unii Lubelskiej 4C, Bydgoszcz",javascript,False,Cybercom,https://www.cybercom.com/pl/Poland/,250-300,senior,10000.0,15000.0,pln,53.1327558,17.9915663,permanent,2020-05-24T12:00:09.705Z,True,cybercom-frontend-developer-bydgoszcz,https://bucket.justjoin.it/offers/company_logos/thumb/8dc424b3c746cd34e7b0392c16283dfa6ab0747c.png?1575959942,"[{'name': 'CSS', 'level': 3}, {'name': 'HTML', 'level': 3}, {'name': 'JavaScript', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Full Stack Java Developer,ul. Zyczkowskiego 14,Kraków,PL,"ul. Zyczkowskiego 14, Kraków",java,False,Appliscale sp. z.o.o.,http://appliscale.io,30+,mid,8000.0,12000.0,pln,50.0781149,19.9950583,permanent,2020-05-24T12:00:09.705Z,True,appliscale-sp-z-o-o-full-stack-java-developer-krakow,https://bucket.justjoin.it/offers/company_logos/thumb/c2180926ff8c49902a8f5c1167feaed367ace8ec.png?1579706620,"[{'name': 'Java', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Front End Developer,ul. Zyczkowskiego 14,Kraków,PL,"ul. Zyczkowskiego 14, Kraków",javascript,False,Appliscale sp. z.o.o.,http://appliscale.io,30+,mid,8000.0,15000.0,pln,50.0781149,19.9950583,permanent,2020-05-24T12:00:09.705Z,True,appliscale-sp-z-o-o-front-end-developer,https://bucket.justjoin.it/offers/company_logos/thumb/27e74dcae0e55d8420653d214703b018445e64d4.png?1579701719,"[{'name': 'REST', 'level': 2}, {'name': 'Angular 9', 'level': 4}, {'name': 'Angular', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Python Developer,"Ostrobramska, 86",Warszawa,PL,"Ostrobramska, 86, Warszawa",python,False,Atende Software Sp. z o.o.,http://Atende Software Sp. z o.o.,140,mid,12000.0,18000.0,pln,52.2351307,21.0992533,b2b,2020-05-24T11:00:07.375Z,True,atende-software-sp-z-o-o-python-developer,https://bucket.justjoin.it/offers/company_logos/thumb/f14fe426b56488b538cfbd92e1f283b2555040a0.jpg?1582021633,"[{'name': 'SQL', 'level': 3}, {'name': 'JavaScript', 'level': 4}, {'name': 'Python', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,AWS Engineer,Kraków,Kraków,PL,"Kraków, Kraków",devops,False,eTeam Workforce Ltd,http://www.eteaminc.com,500+,mid,15000.0,17600.0,pln,50.0646501,19.9449799,mandate_contract,2020-05-24T11:00:07.375Z,True,eteam-workforce-ltd-aws-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/c1da6f04517b52507fb3ec4b495801483ce47cae.jpg?1588588561,"[{'name': 'Docker', 'level': 3}, {'name': 'Kubernetes', 'level': 3}, {'name': 'AWS', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Support Engineer ,Centrum,Kraków,PL,"Centrum, Kraków",support,False,Vertex Solutions,https://www.vertex-solutions.co.uk/,10-50,mid,,,pln,50.0549033,19.92618,b2b,2020-05-24T11:00:07.375Z,True,vertex-solutions-support-engineer-jira-confluence,https://bucket.justjoin.it/offers/company_logos/thumb/369b7d171e3a8217213cdcfa487ae813f642f507.jpg?1587725459,"[{'name': 'Groovy', 'level': 1}, {'name': 'Confluence', 'level': 3}, {'name': 'JIRA', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,SOC Analyst L2,City Center,Katowice,PL,"City Center, Katowice",security,False,Link Group,http://www.linkgroup.pl,20-25,mid,11000.0,14000.0,pln,50.2702983,19.0046632,permanent,2020-05-24T11:00:07.375Z,True,link-group-soc-analyst-l2,https://bucket.justjoin.it/offers/company_logos/thumb/5f09b4b908e1d72157f97992f7d6b9187e02cad1.png?1588588921,"[{'name': 'Mcafee', 'level': 2}, {'name': 'IDS', 'level': 2}, {'name': 'QRadar', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Android Developer,Jana Matejki 12,Gdańsk,PL,"Jana Matejki 12, Gdańsk",mobile,False,Bright Inventions,http://www.brightinventions.pl,30-40,mid,10000.0,15000.0,pln,54.3759833,18.6083891,b2b,2020-05-24T11:00:07.375Z,False,bright-inventions-android-developer-7cc1faaa-39b0-4d33-bad4-768a72132f02,https://bucket.justjoin.it/offers/company_logos/thumb/08a6e068e33d487ffe3124760768b7ca27dc2dbc.png?1588587399,"[{'name': 'Adroid SDK', 'level': 3}, {'name': 'Android Studio', 'level': 4}, {'name': 'Kotlin', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Senior .NET Engineer/DevOps,Zlota 59,Warszawa,PL,"Zlota 59, Warszawa",net,False,ITDS,http://www.itds.pl,200+,senior,15000.0,19000.0,pln,52.2302995,21.0014321,b2b,2020-05-24T11:00:07.375Z,True,itds-senior-net-engineer-devops,https://bucket.justjoin.it/offers/company_logos/thumb/12698b2e802d96860b91d7f6ec2e0412d3c87fbd.png?1587726837,"[{'name': 'AWS', 'level': 4}, {'name': 'ASP.NET MVC', 'level': 5}, {'name': '.NET Core', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Front-end developer (Angular),Center,Łódź,PL,"Center, Łódź",javascript,False,7N,https://www.7n.com,800+,mid,15120.0,21840.0,pln,51.7487931,19.4632697,b2b,2020-05-24T11:00:07.375Z,True,7n-front-end-developer-angular-lodz,https://bucket.justjoin.it/offers/company_logos/thumb/6d5837984a0923a4161f5294531862dbbd906dd0.png?1589884234,"[{'name': 'JavaScript', 'level': 3}, {'name': 'Front-End', 'level': 4}, {'name': 'Angular 2+', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Senior PL/SQL Developer,Center,Warszawa,PL,"Center, Warszawa",data,False,B3 Consulting Poland,https://b3.se/pl,500+,senior,,,,52.2296756,21.0122287,b2b,2020-05-24T11:00:07.375Z,True,b3-consulting-poland-senior-pl-sql-developer,https://bucket.justjoin.it/offers/company_logos/thumb/8b61284f31df5a139821e3527c501d9b6dcf269f.jpg?1586859266,"[{'name': 'BI Publisher', 'level': 3}, {'name': 'Oracle Forms', 'level': 3}, {'name': 'PL/SQL', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Front-end developer (Angular),Mokotów,Warszawa,PL,"Mokotów, Warszawa",javascript,False,7N,https://www.7n.com,800+,mid,15120.0,21840.0,pln,52.194157,21.0346955,b2b,2020-05-24T11:00:07.375Z,True,7n-front-end-developer-angular-db593a79-9f4e-44d6-9c8c-55b6b48f0bb8,https://bucket.justjoin.it/offers/company_logos/thumb/87eef0cf5b2a1cbc0dfa32ce244a5dfed47d7cb8.png?1589884098,"[{'name': 'JavaScript', 'level': 3}, {'name': 'Front-End', 'level': 4}, {'name': 'Angular 2+', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Senior Symfony Developer,Grzegorza Piramowicza 11/13,Łódź,PL,"Grzegorza Piramowicza 11/13, Łódź",php,False,Polcode,http://www.polcode.com,130+,senior,11000.0,14000.0,pln,51.7720533,19.4644654,b2b,2020-05-24T10:00:06.914Z,True,polcode-senior-symfony-developer-lodz,https://bucket.justjoin.it/offers/company_logos/thumb/993a8a69749c7b77a513d554edf6a4bd9afb8096.png?1589881634,"[{'name': 'Symfony 3', 'level': 5}, {'name': 'Symfony 4', 'level': 5}, {'name': 'PHP 7', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Architekt Rozwiązań ICT,Al. Jana Pawła II 11,Warszawa,PL,"Al. Jana Pawła II 11, Warszawa",other,False,INTITEK Polska,http://www.intitek.fr/en/,100 - 200,mid,17000.0,20000.0,pln,52.231567,20.998704,b2b,2020-05-24T10:00:06.914Z,True,intitek-polska-architekt-rozwiazan-ict,https://bucket.justjoin.it/offers/company_logos/thumb/5e5427695b89083e9702a3d570caf729b0b50966.png?1587549238,"[{'name': 'Python', 'level': 3}, {'name': 'Windows PowerShell', 'level': 3}, {'name': 'Linux', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,SOC Analyst L3,City Center,Katowice,PL,"City Center, Katowice",security,False,Link Group,http://linkgroup.pl/,20-25,senior,15000.0,18000.0,pln,50.2710589,19.0057012,permanent,2020-05-24T10:00:06.914Z,True,link-group-soc-analyst-l3,https://bucket.justjoin.it/offers/company_logos/thumb/1a84bc91cd7fed58a632fc5e0db608570a90c981.png?1588586246,"[{'name': 'Cylance', 'level': 3}, {'name': 'Mcafee', 'level': 4}, {'name': 'QRadar', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,CTO,Wioślarska 8,Warszawa,PL,"Wioślarska 8, Warszawa",other,False,Cloud Best sp. z o.o.,https://www.minebest.com/,80,senior,25000.0,30000.0,pln,52.2334907,21.039439,b2b,2020-05-24T10:00:06.914Z,True,cloud-best-sp-z-o-o-cto,https://bucket.justjoin.it/offers/company_logos/thumb/7f69c1631ef85d0f3c551eb61e8f0b45844e7270.png?1587721656,"[{'name': 'PostgreSQL', 'level': 4}, {'name': 'Blockchain', 'level': 4}, {'name': 'PHP', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Magento Frontend Developer,Blacharska 11,Poznań,PL,"Blacharska 11, Poznań",php,False,Advox Studio,http://www.advox.pl,50+,mid,7000.0,11000.0,pln,52.420885,16.9667361,b2b,2020-05-24T10:00:06.914Z,True,advox-studio-magento-frontend-developer,https://bucket.justjoin.it/offers/company_logos/thumb/eb3299bcf94594cd85b8cd2824a14d240c0244d0.png?1588584852,"[{'name': 'JS', 'level': 5}, {'name': 'JavaScript', 'level': 5}, {'name': 'HTML', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Senior Symfony Developer,Sienkiewicza 82,Białystok,PL,"Sienkiewicza 82, Białystok",php,False,Polcode,http://www.polcode.com,130+,senior,11000.0,14000.0,pln,53.1388238,23.170526,b2b,2020-05-24T10:00:06.914Z,True,polcode-senior-symfony-developer-bialystok,https://bucket.justjoin.it/offers/company_logos/thumb/46e82b8411f09d809df0393015b1635c518810a2.png?1589881606,"[{'name': 'Symfony 3', 'level': 5}, {'name': 'Symfony 4', 'level': 5}, {'name': 'PHP 7', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Magento Developer,Blacharska 11,Poznań,PL,"Blacharska 11, Poznań",php,False,Advox Studio,http://www.advox.pl,50+,mid,7000.0,11000.0,pln,52.420885,16.9667361,b2b,2020-05-24T10:00:06.914Z,True,advox-studio-magento-developer,https://bucket.justjoin.it/offers/company_logos/thumb/55c60a78609b314d8de8c26c5954674aa9878b47.png?1588580501,"[{'name': 'MVC frameworks', 'level': 4}, {'name': 'PHP', 'level': 4}, {'name': 'Git', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Angular Developer,Zabrska 16,Katowice,PL,"Zabrska 16, Katowice",javascript,False,NBC sp. z o.o.,http://www.nbc.com.pl,400+,mid,8000.0,12000.0,pln,50.2623869,19.012427,b2b,2020-05-24T10:00:06.914Z,True,nbc-sp-z-o-o-angular-developer-7d5c6de3-272a-4e9a-b9c2-f648ef791969,https://bucket.justjoin.it/offers/company_logos/thumb/f8f651838eba0d651722640ca7488f34cc586445.png?1585561278,"[{'name': 'JavaScript', 'level': 3}, {'name': 'TypeScript', 'level': 3}, {'name': 'Angular 8', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Web Developer,al.Słowackiego 15 A/8,Kraków,PL,"al.Słowackiego 15 A/8, Kraków",php,False,Softnauts,http://Softnauts.com,20-30,mid,8000.0,10000.0,pln,50.0715615,19.9300411,b2b,2020-05-24T10:00:06.914Z,True,softnauts-web-developer,https://bucket.justjoin.it/offers/company_logos/thumb/34cd5bfcedf03a29859a8dc1e1a0f96baaaeadd5.png?1585924293,"[{'name': 'MySQL', 'level': 3}, {'name': 'Symfony', 'level': 3}, {'name': 'PHP', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Senior Symfony Developer,Starowiślna 13,Kraków,PL,"Starowiślna 13, Kraków",php,False,Polcode,http://www.polcode.com,130+,senior,11000.0,14000.0,pln,50.058044,19.943362,b2b,2020-05-24T10:00:06.914Z,True,polcode-senior-symfony-developer-krakow,https://bucket.justjoin.it/offers/company_logos/thumb/480badde61de2dc022f80b62b1200c6d539c796e.png?1589881681,"[{'name': 'Symfony 3', 'level': 5}, {'name': 'Symfony 4', 'level': 5}, {'name': 'PHP 7', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Fullstack Developer,"al.Słowackiego, 15 A",Kraków,PL,"al.Słowackiego, 15 A, Kraków",php,False,Softnauts,http://softnauts.com,20-30,senior,10000.0,12000.0,pln,50.0715615,19.9300411,b2b,2020-05-24T10:00:06.914Z,True,softnauts-fullstack-developer,https://bucket.justjoin.it/offers/company_logos/thumb/190f60c9dfe5c578009cce1a31503dc70d33acbd.png?1585923518,"[{'name': 'MySQL', 'level': 4}, {'name': 'JavaScript', 'level': 4}, {'name': 'PHP/Symfony', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Application Support Engineer,Aleja Zwycięstwa,Gdynia,PL,"Aleja Zwycięstwa, Gdynia",data,False,Jit Team,https://www.jit.team/,300+,mid,14000.0,17600.0,pln,54.4857994,18.5453993,b2b,2020-05-24T10:00:06.914Z,False,jit-team-application-support-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/68aa02cfecb080cbb66879aa7b074f7a0b94211e.jpg?1588584692,"[{'name': 'ETL', 'level': 3}, {'name': 'Big Data', 'level': 3}, {'name': 'Hadoop', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Java developer,Al. Poniatowskiego,Warszawa,PL,"Al. Poniatowskiego, Warszawa",java,False,Conscensia,https://www.conscensia.com/,180,mid,10000.0,17000.0,pln,52.2374499,21.048045,b2b,2020-05-24T10:00:06.914Z,True,conscensia-java-developer,https://bucket.justjoin.it/offers/company_logos/thumb/4f57a04b9f22d686c0a19cf33fecb5d6dc76ab59.jpg?1587722050,"[{'name': 'Kubernetes', 'level': 4}, {'name': 'Docker', 'level': 4}, {'name': 'Java', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Remote Ruby Developer,Dolnych Wałow 13a/5,Gliwice,PL,"Dolnych Wałow 13a/5, Gliwice",ruby,True,Exlabs Software Ltd,https://exlabs.com,30+,mid,9000.0,15000.0,pln,50.2955051,18.6664583,b2b,2020-05-24T10:00:06.914Z,True,exlabs-software-ltd-remote-ruby-developer,https://bucket.justjoin.it/offers/company_logos/thumb/8be9c5613b28dd379555dea99ca2af0a0b46ef92.png?1587720142,"[{'name': 'AWS', 'level': 3}, {'name': 'Ruby on Rails', 'level': 4}, {'name': 'Ruby', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Lead Backend Developer,Generała Romualda Traugutta 45,Wrocław,PL,"Generała Romualda Traugutta 45, Wrocław",java,False,Ten Square Games,https://tensquaregames.com/,200+,senior,,,,51.1052568,17.0471188,b2b,2020-05-24T10:00:06.914Z,True,ten-square-games-lead-backend-developer,https://bucket.justjoin.it/offers/company_logos/thumb/0994e8009ef1dada6712cd75eca75b12ff1c62d2.png?1583423200,"[{'name': 'Redis', 'level': 1}, {'name': 'Linux', 'level': 3}, {'name': 'Java', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Systems Administrator,pl. solny 15,Wrocław,PL,"pl. solny 15, Wrocław",support,False,Look4IT,https://look4it.pl,20+,mid,,,,51.108982,17.0291901,permanent,2020-05-24T09:00:06.851Z,True,look4it-systems-administrator,https://bucket.justjoin.it/offers/company_logos/thumb/f076683a95c4a3411ba496f32140f145d6e41d6f.png?1589445036,"[{'name': 'MySQL', 'level': 4}, {'name': 'Ubuntu', 'level': 4}, {'name': 'Debian', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Senior Java Developer,Al. Zwycięstwa 96/98,Gdynia,PL,"Al. Zwycięstwa 96/98, Gdynia",java,False,JIT Team,https://www.jit.team/,280-300,senior,17000.0,22000.0,pln,54.494888,18.5381079,b2b,2020-05-24T09:00:06.851Z,True,jit-team-senior-java-developer-gdynia,https://bucket.justjoin.it/offers/company_logos/thumb/2b7ecadf9e9fd2b5c7f9851cfe717ba00c144720.png?1588583284,"[{'name': 'Hibernate', 'level': 4}, {'name': 'Spring', 'level': 4}, {'name': 'Java', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Machine Learning Engineer,ul. Sucha,Wrocław,PL,"ul. Sucha, Wrocław",python,True,Look4IT,https://look4it.pl,<30,senior,18000.0,24000.0,pln,51.0970333,17.0371872,permanent,2020-05-24T09:00:06.851Z,True,look4it-machine-learning-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/03a0674da2ce89132ad015a2ceb464575c74c306.png?1589446900,"[{'name': 'Keras', 'level': 3}, {'name': 'Tenserflow', 'level': 3}, {'name': 'Python', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Symfony Full Stack Developer,Grójecka 1/3,Warszawa,PL,"Grójecka 1/3, Warszawa",php,True,Polcode,http://www.polcode.com,130+,mid,6000.0,12000.0,pln,52.2234107,20.9881385,b2b,2020-05-24T09:00:06.851Z,True,polcode-symfony-full-stack-developer-warszawa,https://bucket.justjoin.it/offers/company_logos/thumb/800013671314622bae86c247b7256375181efb28.png?1568384162,"[{'name': 'CSS / HTML', 'level': 4}, {'name': 'Symfony 4', 'level': 4}, {'name': 'PHP 7', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
